Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
GeForce GT 730A,GK208,"Jul 1st, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,1001 MHz,384 / 32 / 8,/gpu-specs/geforce-gt-730a.c2387
GeForce GT 740,GK107,"May 29th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",993 MHz,1253 MHz,384 / 32 / 16,/gpu-specs/geforce-gt-740.c1987
GeForce GTX 660 Rev. 2,GK104,"Sep 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24,/gpu-specs/geforce-gtx-660-rev-2.c2631
GeForce GTX 760A,GK106,"Mar 17th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",628 MHz,1002 MHz,768 / 64 / 16,/gpu-specs/geforce-gtx-760a.c2565
GeForce GTX 970,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1050 MHz,1753 MHz,1664 / 104 / 56,/gpu-specs/geforce-gtx-970.c2620
GeForce GTX 970M,GM204,"Oct 7th, 2014",MXM-B (3.0),"6 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48,/gpu-specs/geforce-gtx-970m.c2881
GeForce GTX 970M,GM204,"Oct 7th, 2014",MXM-B (3.0),"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48,/gpu-specs/geforce-gtx-970m.c2623
GeForce GTX 980,GM204,"Sep 19th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1127 MHz,1753 MHz,2048 / 128 / 64,/gpu-specs/geforce-gtx-980.c2621
GeForce GTX 980M,GM204,"Oct 7th, 2014",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1038 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/geforce-gtx-980m.c2746
GeForce GTX 980M,GM204,"Oct 7th, 2014",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1038 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/geforce-gtx-980m.c2622
GeForce GTX TITAN Z,GK110B,"May 28th, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",705 MHz,1750 MHz,2880 / 240 / 48,/gpu-specs/geforce-gtx-titan-z.c2575
Jetson TK1,GK20A,"Oct 15th, 2014",PCIe 1.0 x1,"2 GB, DDR3L, 64 bit",756 MHz,467 MHz,192 / 8 / 4,/gpu-specs/jetson-tk1.c3229
Quadro K100M,GK107,"Aug 22nd, 2014",MXM-A (3.0),"2 GB, DDR3, 64 bit",851 MHz,900 MHz,192 / 16 / 8,/gpu-specs/quadro-k100m.c2618
Quadro K200M,GK107,"Aug 22nd, 2014",MXM-A (3.0),"2 GB, DDR3, 64 bit",745 MHz,900 MHz,192 / 16 / 8,/gpu-specs/quadro-k200m.c2617
Quadro K2200,GM107,"Jul 22nd, 2014",PCIe 2.0 x16,"4 GB, GDDR5, 128 bit",1046 MHz,1253 MHz,640 / 40 / 16,/gpu-specs/quadro-k2200.c2601
Quadro K2200M,GM107,"Jul 19th, 2014",MXM-A (3.0),"2 GB, GDDR5, 128 bit",1150 MHz,1253 MHz,640 / 40 / 16,/gpu-specs/quadro-k2200m.c2598
Quadro K420,GK107,"Jul 22nd, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",876 MHz,891 MHz,192 / 16 / 16,/gpu-specs/quadro-k420.c2599
Quadro K4200,GK104,"Jul 22nd, 2014",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",771 MHz,1350 MHz,1344 / 112 / 32,/gpu-specs/quadro-k4200.c2602
Quadro K5200,GK110B,"Jul 22nd, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",667 MHz,1502 MHz,2304 / 192 / 48,/gpu-specs/quadro-k5200.c2603
Quadro K620,GM107,"Jul 22nd, 2014",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",1058 MHz,900 MHz,384 / 24 / 16,/gpu-specs/quadro-k620.c2600
Tesla K8,GK104,"Sep 16th, 2014",PCIe 2.0 x16,"8 GB, GDDR5, 256 bit",693 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/tesla-k8.c2619
Tesla K80,GK210,"Nov 17th, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",562 MHz,1253 MHz,2496 / 208 / 48,/gpu-specs/tesla-k80.c2616
FirePro S9170,Hawaii,"Jul 8th, 2015",PCIe 3.0 x16,"32 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816 / 176 / 64,/gpu-specs/firepro-s9170.c2744
FirePro W4190M,Opal,"Nov 12th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/firepro-w4190m.c2799
FirePro W4300,Bonaire,"Dec 1st, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/firepro-w4300.c2781
FirePro W5130M,Tropo,"Oct 2nd, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1000 MHz,512 / 32 / 16,/gpu-specs/firepro-w5130m.c2769
FirePro W6150M,Emerald,"Nov 12th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768 / 48 / 16,/gpu-specs/firepro-w6150m.c2798
FirePro W7170M,Amethyst,"Oct 2nd, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32,/gpu-specs/firepro-w7170m.c2768
Radeon E6465,Caicos,"Sep 29th, 2015",PCIe 2.0 x16,"2 GB, GDDR5, 64 bit",600 MHz,800 MHz,160 / 8 / 4,/gpu-specs/radeon-e6465.c2766
Radeon E8870 MXM,Saturn,"Sep 29th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/radeon-e8870-mxm.c4040
Radeon E8870 PCIe,Saturn,"Sep 29th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/radeon-e8870-pcie.c2767
Radeon E8950,Amethyst,"Sep 29th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",735 MHz,1500 MHz,2048 / 128 / 32,/gpu-specs/radeon-e8950.c2765
Radeon R5 310 OEM,Caicos,"May 5th, 2015",PCIe 2.0 x16,"2 GB, DDR3, 64 bit",775 MHz,805 MHz,160 / 8 / 4,/gpu-specs/radeon-r5-310-oem.c2680
Radeon R5 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8,/gpu-specs/radeon-r5-340-oem.c2683
Radeon R5 340X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r5-340x-oem.c2820
Radeon R5 A330,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-a330.c3110
Radeon R5 A335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-a335.c2935
Radeon R5 M315,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",970 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r5-m315.c2895
Radeon R5 M320,Jet,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-m320.c2693
Radeon R5 M330,Exo,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",955 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-m330.c2681
Radeon R5 M335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-m335.c2692
Radeon R5 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r5-mobile-graphics.c3005
Radeon R6 M335DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r6-m335dx.c2941
Radeon R6 M340DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r6-m340dx.c2942
Radeon R6 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r6-mobile-graphics.c2780
Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-340-oem.c2684
Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",730 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-340-oem.c2946
Radeon R7 350 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-350-oem.c2682
Radeon R7 350X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-350x-oem.c2819
Radeon R7 360,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/radeon-r7-360.c2733
Radeon R7 360 896SP,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,896 / 56 / 16,/gpu-specs/radeon-r7-360-896sp.c2811
Radeon R7 360E,Tobago,"Dec 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/radeon-r7-360e.c2827
Radeon R7 370,Trinidad,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32,/gpu-specs/radeon-r7-370.c2645
Radeon R7 A360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-a360.c3111
Radeon R7 M260X,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",620 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m260x.c2483
Radeon R7 M340,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",620 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m340.c3109
Radeon R7 M340,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",943 MHz,1000 MHz,320 / 20 / 8,/gpu-specs/radeon-r7-m340.c2687
Radeon R7 M360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m360.c2686
Radeon R7 M370,Litho,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",875 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m370.c2695
Radeon R7 Mobile Graphics,Wani,"Nov 15th, 2015",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8,/gpu-specs/radeon-r7-mobile-graphics.c2779
Radeon R8 M350DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r8-m350dx.c2802
Radeon R8 M365DX,Meso,"Jun 3rd, 2015",IGP,System Shared,900 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r8-m365dx.c2803
Radeon R9 360 OEM,Tobago,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1625 MHz,768 / 48 / 16,/gpu-specs/radeon-r9-360-oem.c2661
Radeon R9 370,Trinidad,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32,/gpu-specs/radeon-r9-370.c2726
Radeon R9 370 1024SP,Trinidad,"Jun 12th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32,/gpu-specs/radeon-r9-370-1024sp.c2800
Radeon R9 370X,Trinidad,"Aug 27th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1400 MHz,1280 / 80 / 32,/gpu-specs/radeon-r9-370x.c2754
Radeon R9 380,Antigua,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",970 MHz,1375 MHz,1792 / 112 / 32,/gpu-specs/radeon-r9-380.c2734
Radeon R9 380 OEM,Antigua,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792 / 112 / 32,/gpu-specs/radeon-r9-380-oem.c2725
Radeon R9 380X,Antigua,"Nov 19th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",970 MHz,1425 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-380x.c2758
Radeon R9 390,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1500 MHz,2560 / 160 / 64,/gpu-specs/radeon-r9-390.c2664
Radeon R9 390 X2,Grenada,"Sep 3rd, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2560 / 160 / 64,/gpu-specs/radeon-r9-390-x2.c2755
Radeon R9 390X,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1050 MHz,1500 MHz,2816 / 176 / 64,/gpu-specs/radeon-r9-390x.c2663
Radeon R9 FURY,Fiji,"Jul 10th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,3584 / 224 / 64,/gpu-specs/radeon-r9-fury.c2736
Radeon R9 FURY X,Fiji,"Jun 24th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/radeon-r9-fury-x.c2677
Radeon R9 M360,Tropo,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1125 MHz,512 / 32 / 16,/gpu-specs/radeon-r9-m360.c2688
Radeon R9 M375,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",1000 MHz,900 MHz,640 / 40 / 16,/gpu-specs/radeon-r9-m375.c2690
Radeon R9 M375X,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,640 / 40 / 16,/gpu-specs/radeon-r9-m375x.c2689
Radeon R9 M380,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/radeon-r9-m380.c2708
Radeon R9 M385,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1200 MHz,896 / 56 / 16,/gpu-specs/radeon-r9-m385.c2709
Radeon R9 M395 Mac Edition,Amethyst,"May 5th, 2015",MXM-B (3.0),"2 GB, GDDR5, 256 bit",834 MHz,1365 MHz,1792 / 112 / 32,/gpu-specs/radeon-r9-m395-mac-edition.c2960
Radeon R9 Nano,Fiji,"Aug 27th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/radeon-r9-nano.c2735
HD Graphics 500 Mobile,Apollo Lake GT1,"Sep 1st, 2015",Ring Bus,System Shared,200 MHz,System Shared,96 / 12 / 2,/gpu-specs/hd-graphics-500-mobile.c2902
HD Graphics 510,Skylake GT1,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,96 / 12 / 2,/gpu-specs/hd-graphics-510.c2795
HD Graphics 510 Mobile,Skylake GT1,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,96 / 12 / 3,/gpu-specs/hd-graphics-510-mobile.c2784
HD Graphics 515 Mobile,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-515-mobile.c3400
HD Graphics 520 Mobile,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-520-mobile.c2783
HD Graphics 530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-530.c2789
HD Graphics 530 Mobile,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-530-mobile.c2785
HD Graphics P530,Skylake GT2,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,192 / 16 / 3,/gpu-specs/hd-graphics-p530.c2793
Iris Graphics 540 Mobile,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-graphics-540-mobile.c2786
Iris Graphics 550 Mobile,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-graphics-550-mobile.c2787
Iris Pro Graphics 580 Mobile,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,/gpu-specs/iris-pro-graphics-580-mobile.c2788
Iris Pro Graphics P555,Skylake GT3e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-pro-graphics-p555.c3220
Iris Pro Graphics P580,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,/gpu-specs/iris-pro-graphics-p580.c2794
Iris Pro Graphics P580 Mobile,Skylake GT4e,"Sep 1st, 2015",Ring Bus,System Shared,350 MHz,System Shared,576 / 72 / 9,/gpu-specs/iris-pro-graphics-p580-mobile.c3606
GRID M6-8Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",722 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/grid-m6-8q.c3052
GRID M60-1Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64,/gpu-specs/grid-m60-1q.c3087
GRID M60-2Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64,/gpu-specs/grid-m60-2q.c3088
GRID M60-4A,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64,/gpu-specs/grid-m60-4a.c3090
GRID M60-8Q,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64,/gpu-specs/grid-m60-8q.c3089
GeForce 845M,GM108,"Aug 26th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1071 MHz,1253 MHz,384 / 32 / 16,/gpu-specs/geforce-845m.c2753
GeForce 945M,GM107,"Oct 27th, 2015",MXM-B (3.0),"2 GB, DDR3, 128 bit",928 MHz,900 MHz,640 / 40 / 16,/gpu-specs/geforce-945m.c2773
GeForce GTX 750 GM206,GM206,"Nov 17th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1087 MHz,1253 MHz,512 / 32 / 32,/gpu-specs/geforce-gtx-750-gm206.c2778
GeForce GTX 950,GM206,"Aug 20th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1024 MHz,1653 MHz,768 / 48 / 32,/gpu-specs/geforce-gtx-950.c2747
GeForce GTX 960 OEM,GM204,"Nov 26th, 2015",PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",924 MHz,1253 MHz,1280 / 80 / 48,/gpu-specs/geforce-gtx-960-oem.c3034
GeForce GTX 960 OEM,GM206,"Nov 26th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1176 MHz,1753 MHz,1024 / 64 / 32,/gpu-specs/geforce-gtx-960-oem.c2782
GeForce GTX 980 Mobile,GM204,"Sep 21st, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1064 MHz,1753 MHz,2048 / 128 / 64,/gpu-specs/geforce-gtx-980-mobile.c2763
GeForce GTX 980 Ti,GM200,"Jun 2nd, 2015",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",1000 MHz,1753 MHz,2816 / 176 / 96,/gpu-specs/geforce-gtx-980-ti.c2724
NVS 810,GM107,"Nov 4th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 64 bit",902 MHz,900 MHz,512 / 32 / 16,/gpu-specs/nvs-810.c2772
Quadro M1000M,GM107,"Aug 18th, 2015",MXM-A (3.0),"2 GB, GDDR5, 128 bit",993 MHz,1253 MHz,512 / 32 / 16,/gpu-specs/quadro-m1000m.c2739
Quadro M2000M,GM107,"Dec 3rd, 2015",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1098 MHz,1253 MHz,640 / 40 / 16,/gpu-specs/quadro-m2000m.c2740
Quadro M3000M,GM204,"Aug 18th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",823 MHz,1253 MHz,1024 / 64 / 32,/gpu-specs/quadro-m3000m.c2759
Quadro M4000,GM204,"Jun 29th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",773 MHz,1502 MHz,1664 / 104 / 64,/gpu-specs/quadro-m4000.c2757
Quadro M4000M,GM204,"Aug 18th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",975 MHz,1253 MHz,1280 / 80 / 64,/gpu-specs/quadro-m4000m.c2822
Quadro M5000,GM204,"Jun 29th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",861 MHz,1653 MHz,2048 / 128 / 64,/gpu-specs/quadro-m5000.c2756
Quadro M5000M,GM204,"Aug 18th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",962 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/quadro-m5000m.c2823
Quadro M600M,GM107,"Aug 18th, 2015",MXM-A (3.0),"2 GB, GDDR5, 128 bit",837 MHz,1253 MHz,384 / 16 / 8,/gpu-specs/quadro-m600m.c2738
Tesla M4,GM206,"Nov 10th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",872 MHz,1375 MHz,1024 / 64 / 32,/gpu-specs/tesla-m4.c2770
Tesla M40,GM200,"Nov 10th, 2015",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",948 MHz,1502 MHz,3072 / 192 / 96,/gpu-specs/tesla-m40.c2771
Tesla M40 24 GB,GM200,"Nov 10th, 2015",PCIe 3.0 x16,"24 GB, GDDR5, 384 bit",948 MHz,1502 MHz,3072 / 192 / 96,/gpu-specs/tesla-m40-24-gb.c3838
Tesla M6 Mobile,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",930 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/tesla-m6-mobile.c2818
Tesla M6 X2 Mobile,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",930 MHz,1253 MHz,1536 / 96 / 64,/gpu-specs/tesla-m6-x2-mobile.c4123
Tesla M60,GM204,"Aug 30th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",557 MHz,1253 MHz,2048 / 128 / 64,/gpu-specs/tesla-m60.c2760
FirePro S7100X,Amethyst,"May 25th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",725 MHz,1250 MHz,2048 / 128 / 32,/gpu-specs/firepro-s7100x.c2860
FirePro S9300 X2,Capsaicin,"Mar 31st, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",975 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/firepro-s9300-x2.c2833
Playstation 4 Pro GPU,Neo,"Nov 10th, 2016",IGP,"8 GB, GDDR5, 256 bit",911 MHz,1700 MHz,2304 / 144 / 32,/gpu-specs/playstation-4-pro-gpu.c2876
Playstation 4 Slim GPU,Liverpool 16nm,"Sep 7th, 2016",IGP,"8 GB, GDDR5, 256 bit",800 MHz,1375 MHz,1152 / 72 / 32,/gpu-specs/playstation-4-slim-gpu.c3758
Radeon E9260 MXM,Baffin,"Sep 27th, 2016",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1053 MHz,1750 MHz,896 / 48 / 16,/gpu-specs/radeon-e9260-mxm.c2883
Radeon E9260 PCIe,Baffin,"Sep 27th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 48 / 16,/gpu-specs/radeon-e9260-pcie.c2884
Radeon E9550 MXM,Ellesmere,"Sep 27th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1120 MHz,1250 MHz,2304 / 144 / 32,/gpu-specs/radeon-e9550-mxm.c2882
Radeon Instinct MI6,Ellesmere,"Dec 12th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,1750 MHz,2304 / 144 / 32,/gpu-specs/radeon-instinct-mi6.c2927
Radeon Instinct MI8,Fiji,"Dec 12th, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/radeon-instinct-mi8.c2928
Radeon Pro 450,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",800 MHz,1270 MHz,640 / 40 / 16,/gpu-specs/radeon-pro-450.c2899
Radeon Pro 455,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",855 MHz,1270 MHz,768 / 48 / 16,/gpu-specs/radeon-pro-455.c2898
Radeon Pro 460,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",850 MHz,1270 MHz,1024 / 64 / 16,/gpu-specs/radeon-pro-460.c2897
Radeon Pro Duo,Capsaicin,"Apr 26th, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/radeon-pro-duo.c2828
Radeon Pro SSG,Fiji,"Jul 26th, 2016",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,/gpu-specs/radeon-pro-ssg.c3978
Radeon Pro WX 4100,Baffin,"Nov 10th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1125 MHz,1500 MHz,1024 / 64 / 16,/gpu-specs/radeon-pro-wx-4100.c2874
Radeon Pro WX 5100,Ellesmere,"Nov 18th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",713 MHz,1250 MHz,1792 / 112 / 32,/gpu-specs/radeon-pro-wx-5100.c2873
